,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector
2024-09-30,14441800000.0,2419900000.0,12640400000.0,10220500000.0,630100000.0,959447514.0,7.24,6946400000.0,2653800000.0,1735500000.0,9975200000.0,22511800000.0,13572100000.0,32487000000.0,47543200000.0,80030200000.0,80030200000.0,ASIANPAINT.NS,Materials
2024-06-30,18867000000.0,2277000000.0,18867000000.0,16590000000.0,553800000.0,959000000.0,12.2,11699800000.0,4168300000.0,1562100000.0,14660700000.0,23226000000.0,14471700000.0,37886700000.0,51545700000.0,89432400000.0,89432400000.0,ASIANPAINT.NS,Materials
2025-06-30,2348200000.0,632200000.0,2304300000.0,1672100000.0,307700000.0,512095808.0,1.67,855200000.0,428800000.0,331800000.0,1441400000.0,6865900000.0,1888600000.0,8307300000.0,2471400000.0,10778700000.0,10778700000.0,ASTERDM.NS,Healthcare
2025-03-31,2133400000.0,639500000.0,1869200000.0,1229700000.0,324300000.0,,,790200000.0,50000000.0,312800000.0,1281200000.0,6469900000.0,1701000000.0,7751100000.0,2252300000.0,10003400000.0,10003400000.0,ASTERDM.NS,Healthcare
2024-12-31,2185800000.0,622100000.0,1948600000.0,1326500000.0,307700000.0,498157895.0,1.14,567900000.0,374900000.0,329900000.0,1269700000.0,6758300000.0,1905900000.0,8028000000.0,2470100000.0,10498100000.0,10498100000.0,ASTERDM.NS,Healthcare
2024-09-30,2522900000.0,622700000.0,2522900000.0,1900200000.0,314600000.0,499175258.0,1.94,968400000.0,528900000.0,352400000.0,1574700000.0,6914900000.0,1999800000.0,8489600000.0,2374800000.0,10864400000.0,10864400000.0,ASTERDM.NS,Healthcare
2024-06-30,2095500000.0,604100000.0,2095500000.0,1491400000.0,291500000.0,498612269.0,103.19,51451800000.0,389900000.0,487200000.0,1032200000.0,6701300000.0,1933700000.0,7733500000.0,2285200000.0,10018700000.0,10018700000.0,ASTERDM.NS,Healthcare
2025-06-30,1896000000.0,719000000.0,1896000000.0,1177000000.0,79000000.0,268543046.0,3.02,811000000.0,306000000.0,91000000.0,1130000000.0,4231000000.0,2093000000.0,5361000000.0,8251000000.0,13612000000.0,13612000000.0,ASTRAL.NS,Materials
2025-03-31,3043000000.0,648000000.0,3043000000.0,2395000000.0,31000000.0,,,1793000000.0,583000000.0,-276000000.0,2371000000.0,2965000000.0,-1488000000.0,5336000000.0,11348000000.0,16684000000.0,16684000000.0,ASTRAL.NS,Materials
2024-12-31,2260000000.0,631000000.0,2260000000.0,1629000000.0,87000000.0,268470588.0,4.25,1141000000.0,416000000.0,118000000.0,1564000000.0,4006000000.0,2077000000.0,5570000000.0,8400000000.0,13970000000.0,13970000000.0,ASTRAL.NS,Materials
2024-09-30,2175000000.0,599000000.0,2175000000.0,1576000000.0,88000000.0,268292683.0,4.1,1100000000.0,401000000.0,88000000.0,1502000000.0,3824000000.0,1942000000.0,5326000000.0,8378000000.0,13704000000.0,13704000000.0,ASTRAL.NS,Materials
2024-06-30,2264000000.0,556000000.0,2264000000.0,1708000000.0,77000000.0,268750000.0,4.48,1204000000.0,436000000.0,119000000.0,1588000000.0,4022000000.0,2199000000.0,5610000000.0,8226000000.0,13836000000.0,13836000000.0,ASTRAL.NS,Materials
2025-06-30,3055000000.0,556100000.0,3055000000.0,2498900000.0,276000000.0,1059230769.0,1.56,1652400000.0,570500000.0,81100000.0,2375700000.0,2091100000.0,1398400000.0,4466800000.0,9319000000.0,13785800000.0,13785800000.0,ATGL.NS,Utilities
2025-03-31,2668900000.0,532900000.0,2668900000.0,2136000000.0,99300000.0,,,1545900000.0,490800000.0,-160000000.0,2177300000.0,356600000.0,-576400000.0,2533900000.0,10577000000.0,13110900000.0,13110900000.0,ATGL.NS,Utilities
2024-12-31,2727200000.0,531900000.0,2727200000.0,2195300000.0,274700000.0,1103720930.0,1.29,1423800000.0,496800000.0,69300000.0,2115300000.0,1951400000.0,1275900000.0,4066700000.0,8877900000.0,12944600000.0,12944600000.0,ATGL.NS,Utilities
2024-09-30,3217600000.0,513800000.0,3217600000.0,2703800000.0,230100000.0,1098224852.0,1.69,1856000000.0,617700000.0,66300000.0,2543900000.0,1915300000.0,1261700000.0,4459200000.0,7727300000.0,12186500000.0,12186500000.0,ATGL.NS,Utilities
2024-06-30,3039000000.0,457200000.0,3039000000.0,2581800000.0,264500000.0,1099810083.0,5.95,1718400000.0,598900000.0,90200000.0,2507500000.0,1838200000.0,1233600000.0,4345700000.0,7109200000.0,11454900000.0,11454900000.0,ATGL.NS,Utilities
2025-06-30,2636100000.0,820400000.0,2636100000.0,1815700000.0,45400000.0,29440092.0,43.4,1277700000.0,446700000.0,262400000.0,1534600000.0,5659500000.0,3638900000.0,7194100000.0,7585900000.0,14780000000.0,14780000000.0,ATUL.NS,Chemicals
2025-03-31,2727600000.0,817100000.0,2727600000.0,1910500000.0,49600000.0,,,1265000000.0,559600000.0,-459300000.0,1475700000.0,4393800000.0,599200000.0,5869500000.0,7913500000.0,13783000000.0,13783000000.0,ATUL.NS,Chemicals
2024-12-31,2431200000.0,809900000.0,2431200000.0,1621300000.0,42900000.0,29444896.0,36.93,1087400000.0,407400000.0,157700000.0,1430700000.0,5729000000.0,3794900000.0,7159700000.0,7008600000.0,14168300000.0,14168300000.0,ATUL.NS,Chemicals
2024-09-30,2774000000.0,775400000.0,2774000000.0,1998600000.0,88900000.0,29440499.0,46.47,1368100000.0,514400000.0,315200000.0,1652000000.0,5737900000.0,3779000000.0,7389900000.0,6538400000.0,13928300000.0,13928300000.0,ATUL.NS,Chemicals
2024-06-30,2395500000.0,765800000.0,2395500000.0,1629700000.0,53800000.0,29442105.0,38.0,1118800000.0,455200000.0,130400000.0,1466500000.0,5149800000.0,3334300000.0,6616300000.0,6604200000.0,13220500000.0,13220500000.0,ATUL.NS,Chemicals
2025-06-30,,,,,23337719000.0,746604370.0,7.78,5808582000.0,1980462000.0,,,15430662000.0,6775398000.0,,,28552772000.0,28552772000.0,AUBANK.NS,Financial Services
2025-03-31,,,,,21766750000.0,,,5036986000.0,1534530000.0,,,15739626000.0,-7869912000.0,,,28581996000.0,28581996000.0,AUBANK.NS,Financial Services
2024-12-31,,,,,20907687000.0,746393079.0,7.08,5284463000.0,1747835000.0,,,14362115000.0,6815494000.0,,,26411165000.0,26411165000.0,AUBANK.NS,Financial Services
2024-09-30,,,,,19362501000.0,746680261.0,7.65,5712104000.0,1875709000.0,,,14805575000.0,6950667000.0,,,26123268000.0,26123268000.0,AUBANK.NS,Financial Services
2024-06-30,,,,,18484556000.0,745654599.0,6.74,5025712000.0,1663226000.0,,,14781138000.0,6879783000.0,,,24298572000.0,24298572000.0,AUBANK.NS,Financial Services
2025-06-30,17102500000.0,4057000000.0,17102500000.0,13045500000.0,977500000.0,580809859.0,14.2,8247500000.0,3826000000.0,1053000000.0,11977200000.0,33548300000.0,17967000000.0,45525500000.0,32392200000.0,77917700000.0,77917700000.0,AUROPHARMA.NS,Healthcare
2025-03-31,18945400000.0,4444300000.0,18945400000.0,14501100000.0,1150200000.0,,,9034700000.0,4322600000.0,1232100000.0,13474900000.0,36057500000.0,19996800000.0,49532400000.0,34278800000.0,83811200000.0,83811200000.0,AUROPHARMA.NS,Healthcare
2024-12-31,17368600000.0,4185300000.0,17368600000.0,13183300000.0,1184800000.0,580913462.0,14.56,8458100000.0,3542800000.0,1572900000.0,12092800000.0,33684600000.0,19037500000.0,45777400000.0,33154100000.0,78931500000.0,78931500000.0,AUROPHARMA.NS,Healthcare
2024-09-30,17024400000.0,3822800000.0,17024400000.0,13201600000.0,1127000000.0,583842857.0,14.0,8173800000.0,3905100000.0,1214200000.0,11838600000.0,32520800000.0,19101800000.0,44359400000.0,32102700000.0,76462100000.0,76462100000.0,AUROPHARMA.NS,Healthcare
2024-06-30,18391100000.0,4041800000.0,18391100000.0,14349300000.0,1110400000.0,585863607.0,15.69,9192200000.0,4056700000.0,2199300000.0,12153900000.0,31695800000.0,18028200000.0,43849700000.0,30726800000.0,74576500000.0,74576500000.0,AUROPHARMA.NS,Healthcare
2025-06-30,,,,,182386900000.0,3115628743.0,20.04,62437200000.0,19195300000.0,,,99484200000.0,62967700000.0,,,221623100000.0,221623100000.0,AXISBANK.NS,Financial Services
2025-03-31,,,,,181207100000.0,,,74751300000.0,24050600000.0,,,102619500000.0,8622800000.0,,,218476200000.0,218476200000.0,AXISBANK.NS,Financial Services
2024-12-31,,,,,180396800000.0,3114221709.0,21.65,67422900000.0,22436600000.0,,,96727500000.0,63189300000.0,,,209194900000.0,209194900000.0,AXISBANK.NS,Financial Services
2024-09-30,,,,,176149200000.0,3112388562.0,23.78,74012600000.0,17683900000.0,,,101369800000.0,66641400000.0,,,215888500000.0,215888500000.0,AXISBANK.NS,Financial Services
2024-06-30,,,,,172610000000.0,3110889319.0,20.69,64364300000.0,21933100000.0,,,97900300000.0,62954100000.0,,,205348800000.0,205348800000.0,AXISBANK.NS,Financial Services
2025-06-30,33019200000.0,1175100000.0,33019200000.0,31844100000.0,2237600000.0,279448799.0,79.1,22104400000.0,7502100000.0,5089800000.0,26754300000.0,11952300000.0,10443100000.0,38706600000.0,87759300000.0,126465900000.0,126465900000.0,BAJAJ-AUTO.NS,Automobile
2025-03-31,22236400000.0,1192300000.0,27499800000.0,26307500000.0,1465200000.0,,,18018500000.0,6823800000.0,-10340100000.0,25782500000.0,5739000000.0,-5545800000.0,31521500000.0,90523400000.0,122044900000.0,122044900000.0,BAJAJ-AUTO.NS,Automobile
2024-12-31,30983600000.0,1017200000.0,30983600000.0,29966400000.0,1202100000.0,278989835.0,78.7,21956500000.0,6807800000.0,3475300000.0,26491100000.0,9004100000.0,7941900000.0,35495200000.0,91394400000.0,126889600000.0,126889600000.0,BAJAJ-AUTO.NS,Automobile
2024-09-30,24725600000.0,982700000.0,24725600000.0,23742900000.0,752000000.0,278760563.0,49.7,13854400000.0,9136500000.0,3993300000.0,25552600000.0,9671700000.0,8257400000.0,35224300000.0,92931000000.0,128155300000.0,128155300000.0,BAJAJ-AUTO.NS,Automobile
2024-06-30,27057600000.0,950100000.0,27057600000.0,26107500000.0,469700000.0,279796830.0,69.4,19417900000.0,6219900000.0,3353200000.0,22754300000.0,9942200000.0,7815000000.0,32696500000.0,82883200000.0,115579700000.0,115579700000.0,BAJAJ-AUTO.NS,Automobile
2025-06-30,,3173300000.0,,140101400000.0,68071000000.0,1612167630.0,17.3,27890500000.0,18744700000.0,,,,16454400000.0,,,302309100000.0,302309100000.0,BAJAJFINSV.NS,Financial Services
2025-03-31,,3394900000.0,,123981100000.0,63957900000.0,,,24166400000.0,12460000000.0,,,,64488300000.0,,,383139000000.0,383139000000.0,BAJAJFINSV.NS,Financial Services
2024-12-31,,2885000000.0,,120877800000.0,62762700000.0,1605035971.0,13.9,22310000000.0,13996200000.0,,,,17652500000.0,,,268465400000.0,268465400000.0,BAJAJFINSV.NS,Financial Services
2024-09-30,,2753200000.0,,120116000000.0,60456300000.0,1605361538.0,13.0,20869700000.0,17858200000.0,,,,17017500000.0,,,291150400000.0,291150400000.0,BAJAJFINSV.NS,Financial Services
2024-06-30,,2670100000.0,,115604200000.0,55920100000.0,1607293233.0,13.3,21377000000.0,17591300000.0,,,,17722400000.0,,,269167900000.0,269167900000.0,BAJAJFINSV.NS,Financial Services
2025-06-30,,2514900000.0,,,69176800000.0,6224649007.0,7.55,46996100000.0,16022900000.0,,,33555200000.0,10014700000.0,,,118425700000.0,118425700000.0,BAJFINANCE.NS,Financial Services
2025-03-31,,2520100000.0,,,65519800000.0,,,44795700000.0,11018100000.0,,,31849100000.0,2092300000.0,,,111879100000.0,111879100000.0,BAJFINANCE.NS,Financial Services
2024-12-31,,2191300000.0,,,63856300000.0,6673801666.0,6.363,42465400000.0,14572300000.0,,,31816300000.0,10069600000.0,,,109873600000.0,109873600000.0,BAJFINANCE.NS,Financial Services
2024-09-30,,2100400000.0,,,61493200000.0,6201131783.0,6.45,39997300000.0,13877400000.0,,,30097400000.0,9648600000.0,,,103168500000.0,103168500000.0,BAJFINANCE.NS,Financial Services
2024-06-30,,1998100000.0,,,56838600000.0,6199651347.0,6.31,39119800000.0,13533700000.0,,,29167000000.0,9421200000.0,,,98642100000.0,98642100000.0,BAJFINANCE.NS,Financial Services
2025-06-30,6133400000.0,1881700000.0,6133400000.0,4251700000.0,307900000.0,193360161.0,14.91,2883000000.0,1060800000.0,1071400000.0,3180300000.0,11056900000.0,7691000000.0,14237200000.0,13363000000.0,27600200000.0,27600200000.0,BALKRISIND.NS,Automobile
2025-03-31,5145200000.0,1782300000.0,6940800000.0,5158500000.0,307000000.0,,,3685500000.0,1166000000.0,-4244300000.0,4370300000.0,5492400000.0,-6837500000.0,9862700000.0,16764000000.0,26626700000.0,26626700000.0,BALKRISIND.NS,Automobile
2024-12-31,7879800000.0,1725900000.0,7879800000.0,6153900000.0,157100000.0,193324731.0,23.25,4494800000.0,1502000000.0,1872900000.0,4281000000.0,8994300000.0,4206700000.0,13275300000.0,12328000000.0,25603300000.0,25603300000.0,BALKRISIND.NS,Automobile
2024-09-30,6702900000.0,1664400000.0,6702900000.0,5038500000.0,412100000.0,193281337.0,17.95,3469400000.0,1157000000.0,905000000.0,4133500000.0,8524700000.0,3723300000.0,12658200000.0,11539200000.0,24197400000.0,24197400000.0,BALKRISIND.NS,Automobile
2024-06-30,8252400000.0,1634000000.0,8252400000.0,6618400000.0,219200000.0,193289941.0,25.35,4899900000.0,1499300000.0,1616300000.0,5002100000.0,9191600000.0,6263300000.0,14193700000.0,12951300000.0,27145000000.0,27145000000.0,BALKRISIND.NS,Automobile
2025-06-30,,,,,203065400000.0,5170134128.0,6.71,34691600000.0,18177800000.0,,,95119900000.0,48401300000.0,,,180976200000.0,180976200000.0,BANKBARODA.NS,Financial Services
2025-03-31,,,,,202732143000.0,,,54196980000.0,16038500000.0,,,144168534000.0,-3438665000.0,,,146823693000.0,146823693000.0,BANKBARODA.NS,Financial Services
2024-12-31,,,,,201432200000.0,5172341270.0,10.08,52137200000.0,18180100000.0,,,91575500000.0,46365000000.0,,,175892700000.0,175892700000.0,BANKBARODA.NS,Financial Services
2024-09-30,,,,,192660100000.0,5169015444.0,10.36,53551000000.0,19787100000.0,,,89824200000.0,46306500000.0,,,201889700000.0,201889700000.0,BANKBARODA.NS,Financial Services
2024-06-30,,,,,185824800000.0,5172658643.0,9.14,47278100000.0,17590400000.0,,,84371500000.0,41329300000.0,,,172184600000.0,172184600000.0,BANKBARODA.NS,Financial Services
2025-06-30,,,,,123208300000.0,4551144279.0,4.02,18295600000.0,6750500000.0,,,42842400000.0,18641900000.0,,,83567900000.0,83567900000.0,BANKINDIA.NS,Financial Services
2025-03-31,,,,,123326208000.0,,,26019697000.0,9036400000.0,,,55113699000.0,-1589071000.0,,,96800106000.0,96800106000.0,BANKINDIA.NS,Financial Services
2024-12-31,,,,,121657900000.0,4553886010.0,5.79,26367000000.0,8878500000.0,,,38691700000.0,14070600000.0,,,79318900000.0,79318900000.0,BANKINDIA.NS,Financial Services
2024-09-30,,,,,114028200000.0,4551296992.0,5.32,24212900000.0,7396200000.0,,,40064300000.0,13537700000.0,,,85947400000.0,85947400000.0,BANKINDIA.NS,Financial Services
2024-06-30,,,,,106929600000.0,4550072289.0,4.15,18882800000.0,6877600000.0,,,40387100000.0,16718800000.0,,,76906900000.0,76906900000.0,BANKINDIA.NS,Financial Services
2025-06-30,2330900000.0,405500000.0,2330900000.0,1925400000.0,48700000.0,43284958.0,31.7,1374000000.0,502700000.0,191400000.0,1734000000.0,5599900000.0,3921200000.0,7333900000.0,31392400000.0,38726300000.0,38726300000.0,BASF.NS,Chemicals
2025-03-31,1526000000.0,407900000.0,851300000.0,443400000.0,38200000.0,,,270100000.0,135100000.0,-459100000.0,617900000.0,2627900000.0,-6083300000.0,3245800000.0,29582800000.0,32828600000.0,32828600000.0,BASF.NS,Chemicals
2024-12-31,1895600000.0,476100000.0,1895600000.0,1419500000.0,42400000.0,43284958.0,23.9,1035500000.0,341600000.0,191200000.0,1228300000.0,4482200000.0,2993000000.0,5710500000.0,31834100000.0,37544600000.0,37544600000.0,BASF.NS,Chemicals
2024-09-30,2192600000.0,451200000.0,2192600000.0,1741400000.0,29500000.0,43284958.0,29.6,1279300000.0,432600000.0,183600000.0,1557800000.0,4406800000.0,2921000000.0,5964600000.0,36482700000.0,42447300000.0,42447300000.0,BASF.NS,Chemicals
2024-06-30,3344500000.0,467700000.0,3482300000.0,3014600000.0,48200000.0,43284958.0,51.0,2205700000.0,760700000.0,220300000.0,2656500000.0,4879100000.0,3409500000.0,7535600000.0,32107100000.0,39642700000.0,39642700000.0,BASF.NS,Chemicals
2025-06-30,2158040000.0,1060900000.0,2110260000.0,1049360000.0,348670000.0,128392593.0,4.05,519990000.0,180700000.0,169850000.0,927290000.0,4110270000.0,1886600000.0,5037560000.0,4380980000.0,9418540000.0,9418540000.0,BATAINDIA.NS,Consumer Discretionary
2025-03-31,2013510000.0,1037010000.0,2006390000.0,969380000.0,347590000.0,,,459150000.0,162640000.0,-427090000.0,973340000.0,2852370000.0,-4026680000.0,3825710000.0,4043500000.0,7869210000.0,7869210000.0,BATAINDIA.NS,Consumer Discretionary
2024-12-31,2093820000.0,901790000.0,1985980000.0,1084190000.0,311140000.0,128444201.0,4.57,586990000.0,186060000.0,98640000.0,1093390000.0,4069160000.0,2133100000.0,5162550000.0,4025390000.0,9187940000.0,9187940000.0,BATAINDIA.NS,Consumer Discretionary
2024-09-30,1917810000.0,902140000.0,1917810000.0,1015670000.0,317920000.0,128660891.0,4.04,519790000.0,177960000.0,171850000.0,843820000.0,3896320000.0,1855980000.0,4740140000.0,3631300000.0,8371440000.0,8371440000.0,BATAINDIA.NS,Consumer Discretionary
2024-06-30,2011830000.0,872070000.0,3351350000.0,2479280000.0,308100000.0,128554653.0,13.54,1740630000.0,430550000.0,165750000.0,974010000.0,4205710000.0,2125540000.0,5179720000.0,4266620000.0,9446340000.0,9446340000.0,BATAINDIA.NS,Consumer Discretionary
2025-06-30,3671000000.0,272000000.0,3671000000.0,3399000000.0,47000000.0,44944364.0,62.01,2787000000.0,565000000.0,187000000.0,3212000000.0,4229000000.0,2914000000.0,7441000000.0,11705000000.0,19146000000.0,19146000000.0,BAYERCROP.NS,Chemicals
2025-03-31,1659000000.0,343000000.0,2079000000.0,1736000000.0,57000000.0,,,1433000000.0,246000000.0,-673000000.0,1425000000.0,1516000000.0,-3884000000.0,2941000000.0,5943000000.0,8884000000.0,8884000000.0,BAYERCROP.NS,Chemicals
2024-12-31,524000000.0,151000000.0,524000000.0,373000000.0,37000000.0,44940867.0,7.61,342000000.0,-6000000.0,327000000.0,46000000.0,3940000000.0,2558000000.0,3986000000.0,6583000000.0,10569000000.0,10569000000.0,BAYERCROP.NS,Chemicals
2024-09-30,2075000000.0,140000000.0,2075000000.0,1935000000.0,34000000.0,44939004.0,30.33,1363000000.0,538000000.0,237000000.0,1698000000.0,3759000000.0,2460000000.0,5457000000.0,11919000000.0,17376000000.0,17376000000.0,BAYERCROP.NS,Chemicals
2024-06-30,3415000000.0,215000000.0,3415000000.0,3200000000.0,42000000.0,44943423.0,56.56,2542000000.0,616000000.0,275000000.0,2925000000.0,3542000000.0,2331000000.0,6467000000.0,9845000000.0,16312000000.0,16312000000.0,BAYERCROP.NS,Chemicals
2025-06-30,414907000.0,176614000.0,414907000.0,238293000.0,6962000.0,366996000.0,0.5,183498000.0,47833000.0,868624000.0,-630331000.0,2348919000.0,1020972000.0,1718588000.0,592338000.0,2310926000.0,2310926000.0,BDL.NS,Industrials
2025-03-31,3985413000.0,196528000.0,3985413000.0,3788885000.0,7135000.0,,,2727719000.0,1054031000.0,995686000.0,2793199000.0,4690596000.0,2879489000.0,7483795000.0,10521662000.0,18005457000.0,18005457000.0,BDL.NS,Industrials
2024-12-31,2112943000.0,177008000.0,2112943000.0,1935935000.0,7095000.0,366896259.0,4.01,1471254000.0,457586000.0,844208000.0,1091727000.0,3203598000.0,2136046000.0,4295325000.0,3697566000.0,7992891000.0,7992891000.0,BDL.NS,Industrials
2024-09-30,1848740000.0,176727000.0,1848740000.0,1672013000.0,7311000.0,366861078.0,3.34,1225316000.0,439386000.0,860323000.0,811690000.0,2305704000.0,802848000.0,3117394000.0,2237214000.0,5354608000.0,5354608000.0,BDL.NS,Industrials
2024-06-30,280582000.0,156698000.0,280582000.0,123884000.0,11550000.0,360815000.0,0.2,72163000.0,40171000.0,803800000.0,-679916000.0,2235193000.0,641545000.0,1555277000.0,322496000.0,1877773000.0,1877773000.0,BDL.NS,Industrials
2025-06-30,14015900000.0,1207900000.0,14015900000.0,12808000000.0,14400000.0,7292556391.0,1.33,9699100000.0,3186900000.0,1633200000.0,11174800000.0,12461800000.0,4289100000.0,23636600000.0,20760800000.0,44397400000.0,44397400000.0,BEL.NS,Industrials
2025-03-31,30107000000.0,1375800000.0,30107000000.0,28731200000.0,58600000.0,,,21270400000.0,7462500000.0,1946400000.0,26784800000.0,17221800000.0,8185200000.0,44006600000.0,47489300000.0,91495900000.0,91495900000.0,BEL.NS,Industrials
2024-12-31,18558700000.0,1109300000.0,18558700000.0,17449400000.0,13200000.0,7323743017.0,1.79,13109500000.0,4423500000.0,1863800000.0,15585600000.0,12307800000.0,4478800000.0,27893400000.0,29813500000.0,57706900000.0,57706900000.0,BEL.NS,Industrials
